,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,winning_team_is_lower_id,team_a,team_b,score_a,score_b,ID,result,team_a_seed,team_b_seed,team_a_seed_num,team_b_seed_num
21,1985,137,1228,76,1318,57,N,0,True,1228,1318,76,57,1985_1228_1318,1,W03,W14,3,14
22,1985,137,1268,69,1275,68,N,1,True,1268,1275,69,68,1985_1268_1275,1,Z05,Z12,5,12
24,1985,137,1276,59,1192,55,N,0,False,1192,1276,55,59,1985_1192_1276,0,Z16,Z01,16,1
25,1985,137,1298,78,1261,55,N,0,False,1261,1298,55,78,1985_1261_1298,0,Z04,Z13,4,13
26,1985,137,1301,65,1305,56,N,0,True,1301,1305,65,56,1985_1301_1305,1,X03,X14,3,14
27,1985,137,1393,70,1177,65,N,0,False,1177,1393,65,70,1985_1177_1393,0,W10,W07,10,7
28,1985,137,1412,70,1277,68,N,0,False,1277,1412,68,70,1985_1277_1412,0,Y10,Y07,10,7
31,1985,137,1437,51,1173,49,N,0,False,1173,1437,49,51,1985_1173_1437,0,Z09,Z08,9,8
33,1985,138,1207,63,1396,46,N,0,True,1207,1396,63,46,1985_1207_1396,1,W01,W08,1,8
34,1985,138,1246,64,1424,61,N,0,True,1246,1424,64,61,1985_1246_1424,1,X12,X04,12,4
35,1985,138,1256,79,1326,67,N,0,True,1256,1326,79,67,1985_1256_1326,1,Y05,Y04,5,4
36,1985,138,1260,70,1374,57,N,0,True,1260,1374,70,57,1985_1260_1374,1,W04,W05,4,5
37,1985,138,1314,60,1323,58,N,0,True,1314,1323,60,58,1985_1314_1323,1,Z02,Z07,2,7
38,1985,138,1328,75,1229,69,N,0,False,1229,1328,69,75,1985_1229_1328,0,Y09,Y01,9,1
39,1985,138,1385,68,1116,65,N,0,False,1116,1385,65,68,1985_1116_1385,0,X09,X01,9,1
40,1985,139,1104,63,1433,59,N,0,True,1104,1433,63,59,1985_1104_1433,1,X07,X02,7,2
41,1985,139,1130,74,1181,73,N,0,True,1130,1181,74,73,1985_1130_1181,1,Y11,Y03,11,3
42,1985,139,1210,70,1393,53,N,0,True,1210,1393,70,53,1985_1210_1393,1,W02,W07,2,7
43,1985,139,1228,74,1208,58,N,0,False,1208,1228,58,74,1985_1208_1228,0,W06,W03,6,3
46,1985,139,1301,86,1431,73,N,0,True,1301,1431,86,73,1985_1301_1431,1,X03,X11,3,11
47,1985,139,1437,59,1276,55,N,0,False,1276,1437,55,59,1985_1276_1437,0,Z01,Z08,1,8
48,1985,143,1207,65,1260,53,N,0,True,1207,1260,65,53,1985_1207_1260,1,W01,W04,1,4
50,1985,143,1272,59,1130,57,N,0,False,1130,1272,57,59,1985_1130_1272,0,Y11,Y02,11,2
51,1985,143,1328,86,1256,84,N,1,False,1256,1328,84,86,1985_1256_1328,0,Y05,Y01,5,1
52,1985,144,1301,61,1104,55,N,0,False,1104,1301,55,61,1985_1104_1301,0,X07,X03,7,3
53,1985,144,1314,62,1120,56,N,0,False,1120,1314,56,62,1985_1120_1314,0,Z11,Z02,11,2
54,1985,144,1385,86,1246,70,N,0,False,1246,1385,70,86,1985_1246_1385,0,X12,X01,12,1
55,1985,144,1437,46,1268,43,N,0,False,1268,1437,43,46,1985_1268_1437,0,Z05,Z08,5,8
57,1985,145,1272,63,1328,61,N,0,True,1272,1328,63,61,1985_1272_1328,1,Y02,Y01,2,1
58,1985,146,1385,69,1301,60,N,0,False,1301,1385,60,69,1985_1301_1385,0,X03,X01,3,1
60,1985,152,1207,77,1385,59,N,0,True,1207,1385,77,59,1985_1207_1385,1,W01,X01,1,1
61,1985,152,1437,52,1272,45,N,0,False,1272,1437,45,52,1985_1272_1437,0,Y02,Z08,2,8
62,1985,154,1437,66,1207,64,N,0,False,1207,1437,64,66,1985_1207_1437,0,W01,Z08,1,8
64,1986,136,1177,72,1438,68,N,0,True,1177,1438,72,68,1986_1177_1438,1,W12,W05,12,5
66,1986,136,1207,70,1403,64,N,0,True,1207,1403,70,64,1986_1207_1403,1,X04,X13,4,13
68,1986,136,1242,71,1299,46,N,0,True,1242,1299,71,46,1986_1242_1299,1,X01,X16,1,16
71,1986,136,1272,95,1123,63,N,0,False,1123,1272,63,95,1986_1123_1272,0,Y14,Y03,14,3
72,1986,136,1277,72,1449,70,N,0,True,1277,1449,72,70,1986_1277_1449,1,X05,X12,5,12
74,1986,136,1328,80,1318,74,N,0,False,1318,1328,74,80,1986_1318_1328,0,W13,W04,13,4
75,1986,136,1330,72,1452,64,N,0,True,1330,1452,72,64,1986_1330_1452,1,W08,W09,8,9
77,1986,136,1412,66,1281,64,N,0,False,1281,1412,64,66,1986_1281_1412,0,Z11,Z06,11,6
79,1986,137,1104,97,1462,80,N,0,True,1104,1462,97,80,1986_1104_1462,1,Y05,Y12,5,12
80,1986,137,1114,90,1323,83,N,0,True,1114,1323,90,83,1986_1114_1323,1,X14,X03,14,3
81,1986,137,1120,73,1112,63,N,0,False,1112,1120,63,73,1986_1112_1120,0,Z09,Z08,9,8
82,1986,137,1156,83,1231,79,N,0,True,1156,1231,83,79,1986_1156_1231,1,W14,W03,14,3
83,1986,137,1228,75,1193,51,N,0,False,1193,1228,51,75,1986_1193_1228,0,Y13,Y04,13,4
84,1986,137,1235,81,1275,79,N,1,True,1235,1275,81,79,1986_1235_1275,1,X07,X10,7,10
85,1986,137,1246,75,1172,55,N,0,False,1172,1246,55,75,1986_1172_1246,0,Y16,Y01,16,1
86,1986,137,1268,69,1337,64,N,0,True,1268,1337,69,64,1986_1268_1337,1,Z05,Z12,5,12
87,1986,137,1276,70,1103,64,N,0,False,1103,1276,64,70,1986_1103_1276,0,X15,X02,15,2
88,1986,137,1298,87,1409,68,N,0,True,1298,1409,87,68,1986_1298_1409,1,W07,W10,7,10
89,1986,137,1301,66,1234,64,N,0,False,1234,1301,64,66,1986_1234_1301,0,X11,X06,11,6
90,1986,137,1385,83,1286,74,N,0,False,1286,1385,74,83,1986_1286_1385,0,Z16,Z01,16,1
91,1986,137,1386,60,1350,59,N,0,False,1350,1386,59,60,1986_1350_1386,0,W11,W06,11,6
92,1986,137,1393,101,1135,52,N,0,False,1135,1393,52,101,1986_1135_1393,0,W15,W02,15,2
93,1986,137,1424,74,1419,51,N,0,False,1419,1424,51,74,1986_1419_1424,0,Z13,Z04,13,4
94,1986,137,1443,67,1304,59,N,0,False,1304,1443,59,67,1986_1304_1443,0,Y09,Y08,9,8
95,1986,138,1177,74,1328,69,N,0,True,1177,1328,74,69,1986_1177_1328,1,W12,W04,12,4
96,1986,138,1181,89,1330,61,N,0,True,1181,1330,89,61,1986_1181_1330,1,W01,W08,1,8
97,1986,138,1210,66,1437,61,N,0,True,1210,1437,66,61,1986_1210_1437,1,Y02,Y10,2,10
98,1986,138,1242,65,1396,43,N,0,True,1242,1396,65,43,1986_1242_1396,1,X01,X09,1,9
101,1986,138,1277,80,1207,68,N,0,False,1207,1277,68,80,1986_1207_1277,0,X04,X05,4,5
102,1986,138,1314,77,1412,59,N,0,True,1314,1412,77,59,1986_1314_1412,1,Z03,Z06,3,6
103,1986,139,1104,58,1228,56,N,0,True,1104,1228,58,56,1986_1104_1228,1,Y05,Y04,5,4
104,1986,139,1120,81,1385,65,N,0,True,1120,1385,81,65,1986_1120_1385,1,Z08,Z01,8,1
105,1986,139,1156,75,1386,69,N,0,True,1156,1386,75,69,1986_1156_1386,1,W14,W06,14,6
106,1986,139,1235,72,1276,69,N,0,True,1235,1276,72,69,1986_1235_1276,1,X07,X02,7,2
107,1986,139,1246,71,1443,64,N,0,True,1246,1443,71,64,1986_1246_1443,1,Y01,Y08,1,8
108,1986,139,1298,97,1393,85,N,0,True,1298,1393,97,85,1986_1298_1393,1,W07,W02,7,2
110,1986,139,1424,70,1268,64,N,0,False,1268,1424,64,70,1986_1268_1424,0,Z05,Z04,5,4
112,1986,143,1246,68,1104,63,N,0,False,1104,1246,63,68,1986_1104_1246,0,Y05,Y01,5,1
113,1986,143,1257,94,1314,79,N,0,True,1257,1314,94,79,1986_1257_1314,1,Z02,Z03,2,3
114,1986,143,1261,70,1210,64,N,0,False,1210,1261,64,70,1986_1210_1261,0,Y02,Y11,2,11
116,1986,144,1242,96,1277,86,N,1,True,1242,1277,96,86,1986_1242_1277,1,X01,X05,1,5
117,1986,144,1298,71,1156,70,N,0,False,1156,1298,70,71,1986_1156_1298,0,W14,W07,14,7
118,1986,144,1301,70,1235,66,N,0,False,1235,1301,66,70,1986_1235_1301,0,X07,X06,7,6
119,1986,145,1257,84,1120,76,N,0,False,1120,1257,76,84,1986_1120_1257,0,Z08,Z02,8,2
121,1986,146,1181,71,1298,50,N,0,True,1181,1298,71,50,1986_1181_1298,1,W01,W07,1,7
122,1986,146,1242,75,1301,67,N,0,True,1242,1301,75,67,1986_1242_1301,1,X01,X06,1,6
125,1986,154,1257,72,1181,69,N,0,False,1181,1257,69,72,1986_1181_1257,0,W01,Z02,1,2
126,1987,136,1104,88,1299,71,N,0,True,1104,1299,88,71,1987_1104_1299,1,X02,X15,2,15
127,1987,136,1120,62,1360,61,N,0,True,1120,1360,62,61,1987_1120_1360,1,Y08,Y09,8,9
129,1987,136,1181,58,1401,51,N,0,True,1181,1401,58,51,1987_1181_1401,1,Y05,Y12,5,12
130,1987,136,1231,92,1193,58,N,0,False,1193,1231,58,92,1987_1193_1231,0,Y16,Y01,16,1
131,1987,136,1243,82,1208,79,N,1,False,1208,1243,79,82,1987_1208_1243,0,Z08,Z09,8,9
132,1987,136,1276,97,1298,82,N,0,True,1276,1298,97,82,1987_1276_1298,1,W09,W08,9,8
133,1987,136,1309,83,1140,79,N,0,False,1140,1309,79,83,1987_1140_1309,0,X10,X07,10,7
134,1987,136,1314,113,1335,82,N,0,True,1314,1335,113,82,1987_1314_1335,1,W01,W16,1,16
136,1987,136,1344,90,1412,68,N,0,True,1344,1412,90,68,1987_1344_1412,1,X06,X11,6,11
137,1987,136,1395,76,1267,60,N,0,False,1267,1395,60,76,1987_1267_1395,0,W13,W04,13,4
138,1987,136,1417,92,1141,73,N,0,False,1141,1417,73,92,1987_1141_1417,0,Z13,Z04,13,4
139,1987,136,1424,95,1226,70,N,0,False,1226,1424,70,95,1987_1226_1424,0,Z16,Z01,16,1
140,1987,136,1461,64,1438,60,N,0,False,1438,1461,60,64,1987_1438_1461,0,Z05,Z12,5,12
141,1987,136,1462,70,1281,69,N,0,False,1281,1462,69,70,1987_1281_1462,0,Y04,Y13,4,13
142,1987,137,1177,76,1256,62,N,0,True,1177,1256,76,62,1987_1177_1256,1,Y03,Y14,3,14
143,1987,137,1196,82,1301,70,N,0,True,1196,1301,82,70,1987_1196_1301,1,W06,W11,6,11
144,1987,137,1207,75,1137,53,N,0,False,1137,1207,53,75,1987_1137_1207,0,X16,X01,16,1
145,1987,137,1234,99,1365,76,N,0,True,1234,1365,99,76,1987_1234_1365,1,Z02,Z15,2,15
146,1987,137,1242,66,1222,55,N,0,False,1222,1242,55,66,1987_1222_1242,0,X12,X05,12,5
147,1987,137,1261,85,1210,79,N,0,False,1210,1261,79,85,1987_1210_1261,0,Y07,Y10,7,10
148,1987,137,1283,65,1155,60,N,0,False,1155,1283,60,65,1987_1155_1283,0,X04,X13,4,13
149,1987,137,1326,91,1246,77,N,0,False,1246,1326,77,91,1987_1246_1326,0,X08,X09,8,9
150,1987,137,1328,74,1409,69,N,0,True,1328,1409,74,69,1987_1328_1409,1,Z06,Z11,6,11
151,1987,137,1338,93,1265,68,N,0,False,1265,1338,68,93,1987_1265_1338,0,Z14,Z03,14,3
152,1987,137,1345,104,1318,95,N,0,False,1318,1345,95,104,1987_1318_1345,0,W14,W03,14,3
153,1987,137,1385,57,1455,55,N,0,True,1385,1455,57,55,1987_1385_1455,1,Y06,Y11,6,11
154,1987,137,1393,79,1204,73,N,0,False,1204,1393,73,79,1987_1204_1393,0,W15,W02,15,2
155,1987,137,1396,75,1380,56,N,0,False,1380,1396,56,75,1987_1380_1396,0,Y15,Y02,15,2
156,1987,137,1431,98,1112,91,N,1,False,1112,1431,91,98,1987_1112_1431,0,Z10,Z07,10,7
157,1987,137,1443,64,1452,62,N,0,True,1443,1452,64,62,1987_1443_1452,1,W10,W07,10,7
158,1987,138,1104,101,1309,76,N,0,True,1104,1309,101,76,1987_1104_1309,1,X02,X07,2,7
159,1987,138,1181,65,1462,60,N,0,True,1181,1462,65,60,1987_1181_1462,1,Y05,Y13,5,13
160,1987,138,1231,107,1120,90,N,0,False,1120,1231,90,107,1987_1120_1231,0,Y08,Y01,8,1
161,1987,138,1314,109,1276,97,N,0,False,1276,1314,97,109,1987_1276_1314,0,W09,W01,9,1
164,1987,138,1424,80,1243,61,N,0,False,1243,1424,61,80,1987_1243_1424,0,Z09,Z01,9,1
165,1987,138,1461,78,1417,68,N,0,False,1417,1461,68,78,1987_1417_1461,0,Z04,Z12,4,12
166,1987,139,1177,83,1385,75,N,1,True,1177,1385,83,75,1987_1177_1385,1,Y03,Y06,3,6
167,1987,139,1196,85,1345,66,N,0,True,1196,1345,85,66,1987_1196_1345,1,W06,W03,6,3
169,1987,139,1234,84,1431,82,N,0,True,1234,1431,84,82,1987_1234_1431,1,Z02,Z07,2,7
170,1987,139,1242,67,1283,63,N,0,True,1242,1283,67,63,1987_1242_1283,1,X05,X13,5,13
171,1987,139,1261,72,1396,62,N,0,True,1261,1396,72,62,1987_1261_1396,1,Y10,Y02,10,2
172,1987,139,1328,96,1338,93,N,0,True,1328,1338,96,93,1987_1328_1338,1,Z06,Z03,6,3
174,1987,143,1207,70,1242,57,N,0,True,1207,1242,70,57,1987_1207_1242,1,X01,X05,1,5
176,1987,143,1344,103,1104,82,N,0,False,1104,1344,82,103,1987_1104_1344,0,X02,X06,2,6
177,1987,143,1393,87,1196,81,N,0,False,1196,1393,81,87,1987_1196_1393,0,W06,W02,6,2
178,1987,144,1231,88,1181,82,N,0,False,1181,1231,82,88,1987_1181_1231,0,Y05,Y01,5,1
179,1987,144,1234,93,1328,91,N,1,True,1234,1328,93,91,1987_1234_1328,1,Z02,Z06,2,6
180,1987,144,1261,63,1177,58,N,0,False,1177,1261,58,63,1987_1177_1261,0,Y03,Y10,3,10
181,1987,144,1424,92,1461,78,N,0,True,1424,1461,92,78,1987_1424_1461,1,Z01,Z12,1,12
182,1987,145,1344,88,1207,73,N,0,False,1207,1344,73,88,1987_1207_1344,0,X01,X06,1,6
183,1987,145,1393,79,1314,75,N,0,False,1314,1393,75,79,1987_1314_1393,0,W01,W02,1,2
184,1987,146,1231,77,1261,76,N,0,True,1231,1261,77,76,1987_1231_1261,1,Y01,Y10,1,10
186,1987,152,1231,97,1424,93,N,0,True,1231,1424,97,93,1987_1231_1424,1,Y01,Z01,1,1
187,1987,152,1393,77,1344,63,N,0,False,1344,1393,63,77,1987_1344_1393,0,X06,W02,6,2
189,1988,136,1120,90,1133,86,N,0,True,1120,1133,90,86,1988_1120_1133,1,Y08,Y09,8,9
190,1988,136,1140,98,1150,92,N,1,True,1140,1150,98,92,1988_1140_1150,1,Y04,Y13,4,13
191,1988,136,1177,83,1455,62,N,0,True,1177,1455,83,62,1988_1177_1455,1,X05,X12,5,12
192,1988,136,1181,85,1131,69,N,0,False,1131,1181,69,85,1988_1131_1181,0,W15,W02,15,2
193,1988,136,1196,62,1385,59,N,0,True,1196,1385,62,59,1988_1196_1385,1,Z06,Z11,6,11
195,1988,136,1257,70,1333,61,N,0,True,1257,1333,70,61,1988_1257_1333,1,Y05,Y12,5,12
197,1988,136,1272,75,1124,60,N,0,False,1124,1272,60,75,1988_1124_1272,0,X08,X09,8,9
198,1988,136,1276,63,1129,58,N,0,False,1129,1276,58,63,1988_1129_1276,0,Z14,Z03,14,3
199,1988,136,1314,83,1317,65,N,0,True,1314,1317,83,65,1988_1314_1317,1,Z02,Z15,2,15
200,1988,136,1328,94,1151,66,N,0,False,1151,1328,66,94,1988_1151_1328,0,Y16,Y01,16,1
201,1988,136,1345,94,1192,79,N,0,False,1192,1345,79,94,1988_1192_1345,0,X16,X01,16,1
202,1988,136,1348,87,1281,80,N,0,False,1281,1348,80,87,1988_1281_1348,0,W06,W11,6,11
204,1988,136,1393,69,1299,55,N,0,False,1299,1393,55,69,1988_1299_1393,0,W14,W03,14,3
205,1988,137,1112,90,1165,50,N,0,True,1112,1165,90,50,1988_1112_1165,1,Z01,Z16,1,16
206,1988,137,1207,66,1261,63,N,0,True,1207,1261,66,63,1988_1207_1261,1,W08,W09,8,9
207,1988,137,1210,90,1235,78,N,0,True,1210,1235,90,78,1988_1210_1235,1,W05,W12,5,12
208,1988,137,1228,81,1427,72,N,0,True,1228,1427,81,72,1988_1228_1427,1,Y03,Y14,3,14
209,1988,137,1234,102,1199,98,N,0,False,1199,1234,98,102,1988_1199_1234,0,Z12,Z05,12,5
213,1988,137,1293,78,1301,75,N,0,True,1293,1301,78,75,1988_1293_1301,1,X14,X03,14,3
214,1988,137,1338,108,1185,90,N,0,False,1185,1338,90,108,1988_1185_1338,0,X15,X02,15,2
215,1988,137,1350,72,1231,69,N,0,False,1231,1350,69,72,1988_1231_1350,0,W04,W13,4,13
216,1988,137,1371,80,1431,64,N,0,True,1371,1431,80,64,1988_1371_1431,1,Z08,Z09,8,9
217,1988,137,1396,87,1250,73,N,0,False,1250,1396,73,87,1988_1250_1396,0,W16,W01,16,1
219,1988,137,1435,80,1429,77,N,0,False,1429,1435,77,80,1988_1429_1435,0,X10,X07,10,7
221,1988,138,1181,94,1374,79,N,0,True,1181,1374,94,79,1988_1181_1374,1,W02,W07,2,7
222,1988,138,1243,66,1177,58,N,0,False,1177,1243,58,66,1988_1177_1243,0,X05,X04,5,4
223,1988,138,1257,97,1140,76,N,0,False,1140,1257,76,97,1988_1140_1257,0,Y04,Y05,4,5
224,1988,138,1276,108,1196,85,N,0,False,1196,1276,85,108,1988_1196_1276,0,Z06,Z03,6,3
225,1988,138,1314,123,1258,97,N,0,False,1258,1314,97,123,1988_1258_1314,0,Z10,Z02,10,2
226,1988,138,1328,107,1120,87,N,0,False,1120,1328,87,107,1988_1120_1328,0,Y08,Y01,8,1
227,1988,138,1345,100,1272,73,N,0,False,1272,1345,73,100,1988_1272_1345,0,X09,X01,9,1
228,1988,138,1348,97,1393,94,N,0,True,1348,1393,97,94,1988_1348_1393,1,W11,W03,11,3
229,1988,139,1112,84,1371,55,N,0,True,1112,1371,84,55,1988_1112_1371,1,Z01,Z08,1,8
230,1988,139,1234,104,1424,86,N,0,True,1234,1424,104,86,1988_1234_1424,1,Z05,Z04,5,4
232,1988,139,1246,90,1268,81,N,0,True,1246,1268,90,81,1988_1246_1268,1,Y02,Y07,2,7
234,1988,139,1396,74,1207,53,N,0,False,1207,1396,53,74,1988_1207_1396,0,W08,W01,8,1
235,1988,139,1435,80,1338,74,N,1,False,1338,1435,74,80,1988_1338_1435,0,X02,X07,2,7
236,1988,139,1437,66,1228,63,N,0,False,1228,1437,63,66,1988_1228_1437,0,Y03,Y06,3,6
238,1988,143,1328,108,1257,98,N,0,False,1257,1328,98,108,1988_1257_1328,0,Y05,Y01,5,1
241,1988,144,1112,99,1234,79,N,0,True,1112,1234,99,79,1988_1112_1234,1,Z01,Z05,1,5
242,1988,144,1242,77,1435,64,N,0,True,1242,1435,77,64,1988_1242_1435,1,X06,X07,6,7
243,1988,144,1243,73,1345,70,N,0,True,1243,1345,73,70,1988_1243_1345,1,X04,X01,4,1
244,1988,144,1314,78,1276,69,N,0,False,1276,1314,69,78,1988_1276_1314,0,Z03,Z02,3,2
245,1988,145,1181,63,1396,53,N,0,True,1181,1396,63,53,1988_1181_1396,1,W02,W01,2,1
246,1988,145,1328,78,1437,59,N,0,True,1328,1437,78,59,1988_1328_1437,1,Y01,Y06,1,6
248,1988,146,1242,71,1243,58,N,0,True,1242,1243,71,58,1988_1242_1243,1,X06,X04,6,4
249,1988,152,1242,66,1181,59,N,0,False,1181,1242,59,66,1988_1181_1242,0,W02,X06,2,6
250,1988,152,1328,86,1112,78,N,0,False,1112,1328,78,86,1988_1112_1328,0,Z01,Y01,1,1
252,1989,136,1112,94,1352,60,N,0,True,1112,1352,94,60,1989_1112_1352,1,X01,X16,1,16
253,1989,136,1116,120,1258,101,N,0,True,1116,1258,120,101,1989_1116_1258,1,Y05,Y12,5,12
255,1989,136,1155,83,1388,70,N,0,True,1155,1388,83,70,1989_1155_1388,1,X09,X08,9,8
257,1989,136,1181,90,1354,69,N,0,True,1181,1354,90,69,1989_1181_1354,1,W02,W15,2,15
258,1989,136,1228,77,1270,71,N,0,True,1228,1270,77,71,1989_1228_1270,1,Y01,Y16,1,16
259,1989,136,1256,83,1247,74,N,0,False,1247,1256,74,83,1989_1247_1256,0,Z08,Z09,8,9
260,1989,136,1257,76,1114,71,N,0,False,1114,1257,71,76,1989_1114_1257,0,Y13,Y04,13,4
262,1989,136,1292,97,1199,83,N,0,False,1199,1292,83,97,1989_1199_1292,0,Z04,Z13,4,13
263,1989,136,1328,72,1190,71,N,0,False,1190,1328,71,72,1989_1190_1328,0,Z16,Z01,16,1
264,1989,136,1373,80,1390,78,N,0,True,1373,1390,80,78,1989_1373_1390,1,W14,W03,14,3
265,1989,136,1424,68,1225,56,N,0,False,1225,1424,56,68,1989_1225_1424,0,X13,X04,13,4
267,1989,136,1452,84,1397,68,N,0,False,1397,1452,68,84,1989_1397_1452,0,W10,W07,10,7
268,1989,137,1161,68,1196,46,N,0,True,1161,1196,68,46,1989_1161_1196,1,Y10,Y07,10,7
269,1989,137,1191,94,1333,90,N,1,True,1191,1333,94,90,1989_1191_1333,1,X11,X06,11,6
271,1989,137,1231,99,1206,85,N,0,False,1206,1231,85,99,1989_1206_1231,0,X15,X02,15,2
272,1989,137,1234,87,1353,73,N,0,True,1234,1353,87,73,1989_1234_1353,1,W04,W13,4,13
273,1989,137,1276,92,1462,87,N,0,True,1276,1462,92,87,1989_1276_1462,1,Z03,Z14,3,14
274,1989,137,1281,85,1166,69,N,0,False,1166,1281,69,85,1989_1166_1281,0,Y14,Y03,14,3
276,1989,137,1314,93,1380,79,N,0,True,1314,1380,93,79,1989_1314_1380,1,Z02,Z15,2,15
277,1989,137,1323,81,1435,65,N,0,True,1323,1435,81,65,1989_1323_1435,1,W09,W08,9,8
278,1989,137,1371,60,1283,51,N,0,False,1283,1371,51,60,1989_1283_1371,0,X14,X03,14,3
279,1989,137,1375,86,1104,84,N,0,False,1104,1375,84,86,1989_1104_1375,0,Z06,Z11,6,11
280,1989,137,1393,104,1137,81,N,0,False,1137,1393,81,104,1989_1137_1393,0,Y15,Y02,15,2
282,1989,137,1417,84,1235,74,N,0,False,1235,1417,74,84,1989_1235_1417,0,Z10,Z07,10,7
283,1989,137,1431,85,1261,74,N,0,False,1261,1431,74,85,1989_1261_1431,0,X10,X07,10,7
284,1989,138,1112,94,1155,68,N,0,True,1112,1155,94,68,1989_1112_1155,1,X01,X09,1,9
285,1989,138,1181,70,1452,63,N,0,True,1181,1452,70,63,1989_1181_1452,1,W02,W07,2,7
286,1989,138,1228,72,1123,60,N,0,False,1123,1228,60,72,1989_1123_1228,0,Y09,Y01,9,1
287,1989,138,1257,93,1116,84,N,0,False,1116,1257,84,93,1989_1116_1257,0,Y05,Y04,5,4
288,1989,138,1278,80,1373,67,N,0,True,1278,1373,80,67,1989_1278_1373,1,W11,W14,11,14
290,1989,138,1424,85,1177,70,N,0,False,1177,1424,70,85,1989_1177_1424,0,X12,X04,12,4
291,1989,138,1438,104,1292,88,N,0,False,1292,1438,88,104,1989_1292_1438,0,Z13,Z05,13,5
292,1989,139,1207,81,1323,74,N,0,True,1207,1323,81,74,1989_1207_1323,1,W01,W09,1,9
293,1989,139,1231,92,1431,69,N,0,True,1231,1431,92,69,1989_1231_1431,1,X02,X07,2,7
294,1989,139,1276,91,1375,82,N,0,True,1276,1375,91,82,1989_1276_1375,1,Z03,Z11,3,11
295,1989,139,1281,108,1400,89,N,0,True,1281,1400,108,89,1989_1281_1400,1,Y03,Y11,3,11
296,1989,139,1301,102,1234,96,N,1,False,1234,1301,96,102,1989_1234_1301,0,W04,W05,4,5
299,1989,139,1393,65,1161,50,N,0,False,1161,1393,50,65,1989_1161_1393,0,Y10,Y02,10,2
300,1989,143,1276,92,1314,87,N,0,True,1276,1314,92,87,1989_1276_1314,1,Z03,Z02,3,2
301,1989,143,1371,78,1231,65,N,0,False,1231,1371,65,78,1989_1231_1371,0,X02,X03,2,3
302,1989,143,1424,68,1112,67,N,0,False,1112,1424,67,68,1989_1112_1424,0,X01,X04,1,4
304,1989,144,1181,87,1278,70,N,0,True,1181,1278,87,70,1989_1181_1278,1,W02,W11,2,11
308,1989,145,1276,102,1438,65,N,0,True,1276,1438,102,65,1989_1276_1438,1,Z03,Z05,3,5
309,1989,145,1371,84,1424,61,N,0,True,1371,1424,84,61,1989_1371_1424,1,X03,X04,3,4
310,1989,146,1181,85,1207,77,N,0,True,1181,1207,85,77,1989_1181_1207,1,W02,W01,2,1
311,1989,146,1228,89,1393,86,N,0,True,1228,1393,89,86,1989_1228_1393,1,Y01,Y02,1,2
312,1989,152,1276,83,1228,81,N,0,False,1228,1276,81,83,1989_1228_1276,0,Y01,Z03,1,3
